,Tweet,Emotion,Intensity
581,I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol,sadness,3
582,This whole #VanRE + extradition might turn into a Pandora's box. JT has no idea about that murky corrupt guanxi in China; Toad vs Dada ;-),sadness,0
583,Extreme sadness,sadness,3
584,#PeopleLikeMeBecause of some unknown reason but I try to discourage it,sadness,0
585,r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!,sadness,2
586,@HannahFJames I'm distraught! ðŸ˜­ Candice and her pout can piss off,sadness,3
587,@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. ,sadness,0
588,"@DinoHyogi Hakyeon takes all the attention happily, perching on Wonshik's shoulder to sulk when Jaehwan accidentally caused a tiny explosion",sadness,0
589,@IMKristenBell @lauralittlelegs pine nut.... Chestnut....peanut....wait... Wrong film,sadness,0
590,"@GolfStrat out of Rory starts. What would your B group look like w/o him? Hideki and Walker, and throw Reed or Knox on the pine?",sadness,0
591,@FFBren @CDCarter13 included for maximum #sadness,sadness,2
592,"We fear not the truth, even if it be gloomy, but its counterfeit.-Â Berl Katznelson",sadness,1
593,"LORD MAKE ME AN INSTRUMENT OF YOUR PEACE â€” Where there's hate, let me sow love â€” Where there's injury, pardon â€” Where there's despair, hope",sadness,1
594,@DefiantSagacity â€” Hermione in a sort of thank you before sliding his own plate away from him before frowning at Ron as he continued to â€”,sadness,0
595,"@ChibiReviews Post series depression can be quite bad, but it will get better, I bet someone will pick the novel soon in the west.",sadness,1
596,It's way too hard not to get discouraged.,sadness,2
597,Flight 815 crashed on The Lost Island 2004 #lost @JoshuaJThurston,sadness,0
598,"I'm so proud he understands this, he shows love, thought and compassion    and it's not done in a clouded way..",sadness,0
599,"@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.",sadness,2
600,I feel like I am drowning. #depression #anxiety #falure #worthless,sadness,3
601,Meghan is teaching the blues in keyboard fundamentals II and all these classical majors are like WTF?!,sadness,0
602,@WestermannNina xDD it's a song that can not be weary (?),sadness,2
603,SOBRIETYÂ®   trying to make being sober fashionableâ€¦.can it be done ? #zeroalcohol #soberoctober #clubsoda #nomorehangovers #sober,sadness,0
604,BLUES with BOB HADDRELL &amp; Guests\nFri 23rd Sep 8:30pm - 11:00pm #blues #free #TunbridgeWells,sadness,0
605,@RonBaker6694 I got a super speeder and lost my license for 6 months! ðŸ˜©ðŸ”«,sadness,2
606,"#FF @ElizaNealsRocks Love &amp; support, always!! Eliza Neals ROCKS!! #blues #music #friends ðŸ˜ŽðŸŽ¸",sadness,0
607,Snores on TL. Boredom sunk in.,sadness,0
608,"The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now.",sadness,1
609,Been sober for days lmao,sadness,0
610,@DrSRSheikh: And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n@BanoBee @AK_Forty7,sadness,0
611,@rosalarian i hate post con blues! But i avoided the plague too yay!! Yay constant hand sanitizer!!!,sadness,1
612,Sigh. I got a B- .. #depressing,sadness,3
613,sorry Main twitter im in depress,sadness,3
614,@BillSwindell @DePauwU @dick_nixon I was having breakfast when I seen this?! I blew my cereal in the #sink!!,sadness,0
615,A Leopard never changes its spots! #lost,sadness,0
616,"@JessiMcCree Gabriel would eventually start frowning, gaining conciousness. Which was apparently really painful by how tears formed in the--",sadness,2
617,"#Facebook is #depressing without even being there. Two apps want it for logging in, I have missed at least two interesting #events and they",sadness,3
618,Don't depress yourself by comparing yourself. No comparisons.,sadness,1
619,@HillaryClinton @TheDemocrats It's ok 2 be disgusted or dishearten with presidential race but don't let that stop u from voting IT MATTERS,sadness,2
620,This shit hurting my heart ðŸ˜ª that's how serious it is .,sadness,3
621,#ThankYouCGI - Do not grow weary in doing good. #CGI2016,sadness,0
622,@kayleighmcenany  @DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe...? @kayleighmcenany #sad,sadness,2
623,nooooo. Poor Blue Bell! not again. ,sadness,2
624,Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness,sadness,3
625,Thank God she warned me before I walked to that sink cause lord knows I would've been sick to my stomach and would've wanted to sue lbvfs,sadness,1
626,I can't WAIT to go to work tomorrow with a high as fuck fever. [sarcasm]\nHopefully I'll feel better tomorrow.\nBut I doubt it. #pessimism,sadness,2
627,"@asjoshtaylor sadly I don't think I'll see you on tour, but have fun, you're gonna rock! ðŸŽ‰ðŸ‘ŒðŸ»ðŸ’™ #HotForMeTour",sadness,0
628,@CrucialBMXShop ohh silver lake came up a lot on there! Is that where you guys stayed?,sadness,0
629,No one wants to win the wild card because you have to play the Cubs on the road. ,sadness,0
630,"Once you've accepted your flaws, no one can use them against you - @GRRMspeaking #quote #mentalhealth #psychology #depression #anxiety",sadness,3
631,@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.,sadness,0
632,"Oh, I should just 'get over' my #depression and 'be happy?' Don't you think I've tried that thousands of times already? You're not helping.",sadness,3
633,Way to get a hold of her ðŸ˜Š #depressing,sadness,2
634,"Sky news still pushing the Brexit gloom line, managing to ignore the fact it's simply not happening. 'But in the future.....'",sadness,0
635,"Defining yourself in terms of opposition, i.e. the clouded mirror phenomena, is almost always a mistake.",sadness,1
636,@TweeriaLee A stumbling block to the pessimist is a stepping stone to the optimist.,sadness,0
637,"A pessimist is someone who, when opportunity knocks, complains about the noise.",sadness,0
638,@KatHeartwell some don't see the difference between courting and appealing to a women vs deception &amp; pressure it's depressing,sadness,2
639,@MissFushiGaming I hashtag things and the kids always tell me to stop ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ #sadness,sadness,2
640,Thought I had a pretty solid GPA as a kin major and now that I look at the average for dpt programs I feel even more discouraged ðŸ˜ª,sadness,3
641,i stopped watching gotham cause they dropped off tabitha and barb's relationship and made her pine after the main,sadness,1
642,Refuge Recovery Boston - Weds 7:30-9 pm. #healing #support #addiction #recovery #buddhism #meditation #sober #cambma #meeting #harvardsq,sadness,0
643,@VivYau is it all doom and gloom? I only want to hear lovely things about airbnb!,sadness,1
644,I saw those dreams dashed &amp;&amp; divided like a million stars in the night sky that I wished on over &amp;&amp; over again ~ sparkling &amp;&amp; broken.,sadness,2
645,@KseniaSolo hi little late to lost girl but think you awesome from South Afrikaans:-),sadness,0
646,"@makai_kishi_ Her eyes stayed glued to the monitor, not turning away for anything",sadness,0
647,"Dying is a very dull, dreary affair. And my advice to you is to have nothing whatever to do with it. â€• W. Somerset Maughm",sadness,2
648,"Only God knows why things happen, sometimes it's just hard to understand. #sad #prayingforyou",sadness,3
649,Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired #lost,sadness,3
650,"@_JuliaSteiner : I liked that she was not moping around in all of the episode. She had a moment of emotional weakness, felt sorry about -",sadness,1
651,and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?',sadness,1
652,Condolences to the  JC and the Georges family.. ,sadness,3
653,Penny dreadful 3 temporada,sadness,1
654,aaahhhh! a little @OtisRedding to soothe the soul. #music #blues,sadness,0
655,everything in the dream stayed there,sadness,0
656,Pro-lifers are condemning #MenForChoice - but I haven't seen any of you criticize the dismal American foster care/adoption system.,sadness,1
657,for an lgbt person to tell someone else that how they identify isn't valid is so sad and against everything we should stand for,sadness,2
658,And with rich Fumes his sullen sences cheer'd.,sadness,0
659,It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! '  #ourworld,sadness,2
660,"ffs as if tate thought wind in the willows was a serious play, can't wait to see him play a singing badger ðŸ˜©ðŸ˜‚",sadness,0
661,"So depressing to watch news, today out of 100 bullet news 10 were of rape! What's wrong with people #india #shameless #depressing",sadness,3
662,Alt-J - Hunger of the pine.,sadness,0
663,"Finally watched #hungergamesmockingjay2 this morning, sadly I feel a little disappointed #toomuchhype",sadness,1
664,so lost i'm faded,sadness,3
665,@Uber_RSA when you click over and over again for a cupcake but there are no vehicles available... #sadness,sadness,3
666,can it stay gloomy but get cold pls,sadness,2
667,@_MrAminuddin @ejainews @_AlifH @AhmadFuadAdnan dont play with this master noob u want to win.. #serious,sadness,0
668,Depression sucks! ,sadness,3
669,@SizweM01 and it's kinda depressing hey!!! ðŸ˜‘,sadness,2
670,I got a short fuse when im sober.,sadness,0
671,Well stomach cramps did not make that spin class any easier. Why does my body hate digesting porridge so much ðŸ˜© #spinning #sulk,sadness,2
672,I've returned from the dead with a desire to clean the apartment and eat something that isn't garbage. #managing #depression,sadness,2
673,@harowe this sad truth!,sadness,1
674,"@JBoughton93 he might donate the money but it won't stop shit, pessimist",sadness,2
675,@Christy_RTR @doge_e_fresh I'm despondent,sadness,3
676,@LidlUK Just bought a pack of two medallion beef steaks. Got home. Cooked them. One steak is 100% pork. I had one unhappy mother. ðŸ®ðŸ·,sadness,0
677,@AmontanaW I nearly dropped my phone into the sink HAHAHAHA,sadness,0
678,People stealing things from my work out quite the damper on my day so now I am going to wear pajamas all day,sadness,3
679,Got a #serious #hyper #predator #heckler situation over here,sadness,1
680,Lisa: Getting what you want all the time will ultimately leave you unfulfilled and joyless.,sadness,1
681,@teenageic0n_ you'll be pleased to know my family are blues,sadness,0
682,one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again.,sadness,3
683,"@Gsmsbooksrus @goodreads 'so shines a good deed in a weary world' Roald Dahl, Charlie and the Chocolate Factory",sadness,0
684,Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is #lost,sadness,0
685,@rosalilium I'm wearing all black tomorrow to mourn. ðŸ˜­ðŸ’”,sadness,3
686,ðŸ˜‘ðŸ˜‘ðŸ˜‘&lt;---- that moment you finish a Netflix series and have nothing else to watch. #depression,sadness,3
687,its so unfortunate that after all these years im still struggling with depression smh,sadness,3
688,It's interesting the photo of Mono Lisa is crying as well as the whole scene is very depressing #ELE6200,sadness,3
689,@LondonMidland #dobetter only two carriages on 14:49 Birmingham to Hereford no room to stand anymore Friday commute #unhappy,sadness,2
690,"@groovydadad @MHChat ðŸ™‚ty I often conflate the two depression + sadness, but they are very different. This q reminded me of that #mhchat",sadness,2
691,"@TetraVariations I don't need a mask, but I'll gladly make a donation to help in ur name! Is it Mr. TY Rex or first initial only? #serious",sadness,0
692,"@p0stcap I've still been trying to sort through it all, but I suppose I also shouldn't have had such high expectations. #sadness",sadness,3
693,"@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing.  #unhappy #mean #troubled #vile #bully",sadness,2
694,Nothings #Working-you're feeling your life's on The Edge_Could go either way #lost all reason for #Living-JesusChristHealsSavesASK #fatloss,sadness,2
695,"@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle.",sadness,1
696,I'm getting use to not having a phone it's sad ..,sadness,2
697,@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process ,sadness,0
698,@naynay_whores im pretty sure cause ever since saturday ive just been super sad lol,sadness,2
699,@MarianKeyes the pout tips me over the edge. I am most definitely AGIN. Who the feic bakes with full make up and boots with heels!!!!,sadness,1
700,"Be joyful in hope, patient in affliction, faithful in prayer. Romans 12:12",sadness,0
701,Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed ðŸŒ¹ðŸðŸŒ“â˜¯ï¸ #theBeautyofBalance,sadness,0
702,@10carley what a sulky pants!,sadness,0
703,Think Val might be going this week. I'll have to take the rest of the week off work to mourn. I'm sure they'll understand. #GBBO,sadness,2
704,"Stars, when you shine,\nYou know how I feel.\nScent of the pine, \nYou know how I feel.\nFreedom is mine,\nI know how I feel.\nI'm feelin' good.",sadness,0
705,I want to pour all my tears on someone right now. So tired of this #upset ,sadness,3
706,"Biggest joke in life? Kardashian and Jenner stans. Their lives are so dull, parents must be so proud.",sadness,0
707,@The40Bar See you all October 8th. @WreckinSO is ready to tear it up #keeptalkin #wreckinso #the40 #brandonmanitoba #country #rock #blues,sadness,0
708,Im really constipated. This is depressing,sadness,3
709,Hi guys! I now do lessons via Skype! Contact me for more info. #skype #lesson #basslessons #teacher #free lesson #music #groove #rock #blues,sadness,0
710,I keep feeling the heaviness on my left hand and look down and I am in awe every single time ðŸ˜ðŸ’ #notusedtoit #imafiancÃ©e #wut,sadness,0
711,Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,sadness,3
712,@TaylaStJames it happens and Vegas isn't the only origin thats prevelant #sadly,sadness,2
713,@_Mrs_Peel @lp_lisa @PaulRGoulden @LisaLuscious Might be the pout of a star baker tho !,sadness,0
714,"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency",sadness,2
715,Ive felt surprisingly gloomy about my bad scouts today :'D but i recognize that it's all just RNG and yeah I didnt spend that many gems,sadness,2
716,"AQW should've always stayed in the 08 art style, now it's just a competition to create more detailed art each time.",sadness,0
717,@ScottCarmichae1 @Murican_Stuff don't fret -- this guy is mad because when @realDonaldTrump  is elected he might have to get a real job,sadness,0
718,"@LindaFrum sadly, at least 3 more years of this. At what point will even the low info selfie lovers who voted for them say enough is enough",sadness,1
719,"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #depression #pain",sadness,3
720,@kimdelacreme_ @Srgohdatzme305  I'm there... let me know #sober,sadness,0
721,@reikimuse @MHChat I am beyond the sadness point. Have done it inside out. I live with CPTSD and BPD  I can't always do the pity party,sadness,3
722,@Magrove86Mark @clareftballnews jersey gloves?  #dark,sadness,0
723,ima kitchen sink,sadness,0
724,@LazyBoiSam blues... blues? ðŸ¤”,sadness,1
725,Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.,sadness,2
726,"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, #sad",sadness,2
727,Why does Candice constantly pout #GBBO ðŸ’„ðŸ˜’,sadness,0
728,"@TMobileHelp my service is down in Cleveland, OH. What's going on? #unhappy",sadness,3
729,When you're on a train as its pitch black outside and you have no idea where you are... #travel #whereami #lost #adventure,sadness,1
730,"BTW, offended policy wonks, H only had one real proposal: eliminate subminimum wage. Probably good, but might discourage hiring of disabled.",sadness,2
731,"My oldest cat pisses me off. She's always been weary of Kennen (senile kinda), but recently shes been sweet. Until she attacked and bit him.",sadness,2
732,Smokeys dad is sad :/,sadness,3
733,@AnjiDunlap droop in leggings? Are they wearing XXXL?,sadness,0
734,@emorottie true sonicsatam was serious and a bit dark. Aosth is like super goofy and Looney toonie to a degree,sadness,0
735,are you feeling horribly depressed and despondent about life and your future' - @lauraroyden always knows just what to say,sadness,2
736,@WDWNT #spooky night at #disney #fortwilderness campground #disneyworld #powerfailure #dark,sadness,1
737,When you get lost in a neighborhood and have to use the gps on your phone to find your way out. #lost #GoogleMaps #blondmoment,sadness,0
738,@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley,sadness,0
739,Am I the only person who dislikes fall? #FirstDayofFall #leaves #thingsdie #depressing #cold #noflipflops ðŸ‘ŽðŸ¾ðŸ‘ŽðŸ½ðŸ‘ŽðŸ»ðŸ‚ðŸ,sadness,3
740,"@space_gayz high fantasy , i feel like you could make a melancholy college age slice of life thing work too",sadness,0
741,@TelegraphNews why is this evil corrupt fuck still knocking about? The wrong people die I'm telling you. Do you job grim reaper!,sadness,2
742,"@John_Hanna he has become so dreary, also, yes...",sadness,1
743,I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. ,sadness,2
744,All the 'juniors' are now wearing purple at ollafest while I'm here fighting with my alarm about when I need to wake up for German #sadness,sadness,2
745,@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! ,sadness,1
746,@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him #sad #nevertrump,sadness,2
747,"Never switched up, stayed down this the same person since day one.",sadness,0
748,@cburt43 turn that frown upside down,sadness,0
749,What's the worst affliction that you or someone you know ever convinced yourself you had?,sadness,1
750,"Because of 'failure of delivery on time', a customer has to pay 16K rupees more! - Not good @tiagotatamotors @TataMotors #unhappy",sadness,2
751,NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull,sadness,0
752,Fam what seems more fun for a photo booth: being able to instantly post to Twitter or having to wait till sober to see the hot mess,sadness,0
753,Inadequacy slithers from her ears and wraps itself around her neck like the boys she wants to love her. #mpy #vss #quote #depression #poetry,sadness,2
754,Candice's pout is gonna take someone eye out mate! #GBBO,sadness,0
755,Is it just me or is this a very weird time for the world? #change #enlightenment #gloomy #weird #sigh #imaginepeace #imaginelove #unite,sadness,3
756,Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK,sadness,1
757,This world has some serious issues we should all go to therapy,sadness,3
758,@jamiesmart Huh! It's always my fault isn't it &gt;:( #huff #sulk,sadness,3
759,"People want me to go pine ridge, little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man.",sadness,0
760,Isn't the whole 'it's been hijacked' argument the same argument used to ban or discourage the display of the St George's Cross? Shame @LBC,sadness,2
761,History repeating itself..GAA is our culture how dare anyone think it's ok to discourage any Irish person from attending any match or final,sadness,1
762,@Ashleyavitia_ don't leave me ,sadness,2
763,@TicciKasie1 //this is sadly what my history teacher talked about why the fuck do I remember that?!,sadness,2
764,@delhi_lawyer @BhagwanUvach @ShivAroor sad . This is not film story. Who knows could be ploy to escalate tension. Unverified report no hype,sadness,1
765,@faye_catherine happy anger sad melancholy confusion #woodspurge,sadness,3
766,@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales ,sadness,0
767,"What's good is that we already hit rock bottom, even though I'm about two more seasons away from new depths of despair. #playoffs? #NJDevils",sadness,2
768,@British_Airways #lost #bag #stillwaiting go home in2days. DM'd you my info and have rung 9times a day. What more can I do? #wheresmybag,sadness,2
769,"3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears",sadness,2
770,Marcus Roho is dreadful,sadness,1
771,eun: im really unhappy with this and i dont like her like that pls dont\n\nyall: okay but SHE loves HIM,sadness,2
772,"@aidanparr haha!! No, sorry was it too grim even for you?! It disturbed me &amp; im starting to lose all trust in Twitter generally!!",sadness,1
773,@kayleighmcenany  @DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe...? @kayleighmcenany ,sadness,0
774,RM will win the game at the last minutes and Madridistas will say Cules stayed this long watching RM win at the end. Disgusting fanbase,sadness,1
775,"Bain of my life having to drive to a cash point, Then to a shop for change in pound coins, Then to the gym all for a bastard sunbed. #grim",sadness,2
776,HartRamsey'sUPLIFT If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source.Look to the LORD!,sadness,0
777,Luckily I was helped by some good people. And they also managed to free me of my depression. Unfortunately it only lasted a little while.,sadness,3
778,Been a while since I been sober. This life can be so hard,sadness,3
779,"Oh goodness I'm loving this rainy  day. It's a head down, #creative cap on, &amp; get #lost in your #thoughts kind of day ðŸ’­ â˜ºï¸ #art #create #biz",sadness,0
780,What a sad day...1st day of Fall...I don't dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness #bathingsuitsforever,sadness,2
781,@RyhenMessedUp goodbye despair,sadness,1
782,Itching something #serious RN haven't slept but considering taking like 6 Benadryl for a 20 min nap I am itching SO BADLY wow,sadness,2
783,"@msfang they say you attract what you see, maybe I shouldn't be a pessimist but I don't wanna take any chances lol can't wait to relocate",sadness,0
784,@wiIdfuI we have the same age and you're 1000 times more beautiful than me! #sad ðŸ˜‚,sadness,1
785,@Bietron ðŸ¤“ dont be sad.. btw good night davina..go sleep larh..,sadness,0
786,Got paid to vacuum up rat poop. (-: never a dull day in the biology department ...,sadness,1
787,Had a dream last night that Chris Brown created a diss track about Drake and Rihanna called 'I Hit It First' ðŸ˜³ðŸ˜³ #dark,sadness,0
788,. @KotakBankLtd @udaykotak official got in touch. Issue not addressed. #unhappy #patheticservices,sadness,3
789,So you're unhappy?,sadness,1
790,"@Virgin_TrainsEC I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising!",sadness,2
791,@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind ,sadness,1
792,"stg I been in pine bluff all morning and to piss me off even more, my damn shoes came in as a size 4!!!!!! I KNOW I SAID 6ðŸ™„ðŸ™„ðŸ™„ðŸ™„ FML",sadness,2
793,"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there.  #ignorant",sadness,0
794,For those of you who I have footage of but didnâ€™t make it into this mixâ€”donâ€™t get discouraged! I ran out of room on the beat this week.,sadness,0
795,@typicalmoony Yes Lia!! Join the dark side!!,sadness,0
796,HATE that there's ads for #depression &amp; #mentalhealth #meds. That's ONLY something your doctor can determine. Everyone is different. #ssri,sadness,1
797,"[ @HedgehogDylan ] *she would frown a bit, folding her arms* 'why is it that every time I'm in need of assistance someone expects a lil **",sadness,2
798,@marisa_enbot Being with you makes me somewhat gloomy.,sadness,3
799,if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side,sadness,2
800,@V_of_Europe @ckolacia MSM relentlessly saying DT can't win to: depress GOP turnout &amp; provide cover 4 stolen election!,sadness,2
801,"We are about a little over an hour away! We will arrive soon, do not fret!",sadness,0
802,@kimdelacreme_ @Srgohdatzme305  I'm there... let me know ,sadness,0
803,"Learning to trust God can quiet a troubled &amp; restless heart, bring peace to a weary soul, &amp; eliminate the hopelessness that #addiction is!",sadness,0
804,"@Jay_2752 thank you, I shall mourn her",sadness,2
805,"#recession, #economic #gloom? The brightest #stars shine in the darkest nights! Our #html5 #webdesign rocks! #rtblitz #finovate #wlsb",sadness,1
806,@Mattwinton1 Your foot is frowning.,sadness,0
807,i miss the guy who always make me sulk,sadness,2
808,@alisontis otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves,sadness,1
809,So now... yeah. I'm home again.\nStill feeling mixed up inside &amp; kinda gloomy. But a little more optimistic that I'll figure this out.,sadness,1
810,@andreamitchell said @berniesanders not only did not play up HRC in campaigning 4 her in OH but he did not discourage 3rd Party vote. TRUE??,sadness,0
811,ordered my vacation bathing suits. one less thing to fret about.,sadness,0
812,@DarbyHogle the red one would look super pretty with a bronzy glowy nude lip makeup look! 3rd black would be pretty with a dark lip! ðŸ˜,sadness,0
813,Nutella is pine green forget me nots are ivory frozen is god,sadness,0
814,Maybe I can sleep with my chem book on my head and it will all sink in my brain,sadness,1
815,My producer is mixing and mastering the songs now for #murky #notebook #mixtape\nThe tape will be out soon for free download ðŸ”¥ðŸŽ¶ðŸ’¨ðŸ’¯,sadness,0
816,"@KhaleesiofFood @BB_Updates she has stayed off the block almost all season, got out people that were good for her game, but no one seemed",sadness,0
817,@talkRobyn oh dear I have to watch this the woman with the pout did well,sadness,1
818,I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself :'),sadness,2
819,"â€œOptimism may sometimes be delusional, but pessimism is always delusional.â€ â€”Alan Cohen #believe",sadness,0
820,God I give you all my pain mess and stress. Take my heavy load. #amen #stress #mess #pain #depression #sadness,sadness,3
821,@CarrieLynne2323 totally get it. When you've said no to donuts 13 times one week and lost 0.3 lbs you get discouraged! But it's not linear ðŸ˜˜,sadness,1
822,Do not grow weary in doing good.'\n\n-@billclinton,sadness,0
823,in health we did a think about depression and now i feel like i have it,sadness,3
824,Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest #sad,sadness,3
825,"@CCTakato at least in crystal every part of it is portrayed as being WRONG, the dark atmosphere, the fact that mamoru is brainwashed",sadness,2
826,We lost,sadness,2
827,"@LeePorter94 @DomMcGovern_ hi Dom I saw u at Notts county away, looking for 1 mufc away ticket will pay #blues",sadness,1
828,My cell won't hold a charge ðŸ˜¢ #sadness So should I...,sadness,2
829,@megalvz literally was gloomy for an hour,sadness,3
830,"@NianticLabs .... For example, catching a gloom would yield 6 oddish candies and catching a vileplume would yield 9.",sadness,0
831,"@SussexMistress @sarahb45 @MsEvilyne @MissJessicaWood I'd be perched on that, unfortunately wrapped in heavy chains! #sink...",sadness,1
832,"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside.  #anxiety #anxietyprobz",sadness,3
833,@jwonder81 @MacadamionNut well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric,sadness,0
834,@phil500 \nSo sadden \nSpunky a beautiful dog\nA sad story a lovely happy\nAn loved dog \nPlay little one have fun you\nare so loved,sadness,1
835,What I would give\nTo feel the sunlight on my face\nWhat I would give\nTo be lost in your embrace ðŸŽ§\n\n#Fallen,sadness,2
836,Don't get #weary in well doing.\n#Faith #God #prayer,sadness,0
837,Wearing all black tomorrow as I continue to mourn the lives of the most recent victims of police brutality. #blackout #WU,sadness,3
838,i really want to read this fic i found but it's #serious and this room is full of #memes,sadness,0
839,Feels like I lost my best friend #lost #fml #missingyou,sadness,3
840,@ily_geuly call me now I'm laying in my bed moping like I intend to do for the next 2 months.,sadness,3
841,Should've stayed at school cause ain't nobody here,sadness,0
842,@hannah_2401 hannah stop being mournful and chill ðŸ’,sadness,0
843,"Take heart amid the deepening gloom that your dog is finally getting enough cheese. â€• National Lampoon, 'Deteriorada'",sadness,1
844,We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!,sadness,1
845,Sejejs says Cibulskis missed time in 3rd period due to an injury. Wouldn't comment on how serious it is. Apparently not a doctor.,sadness,1
846,@Hannahcolleen06 I have 12 &amp; that's the only one I didn't like ðŸ˜‚ mine comes out patchy. It's the only dark color by her I have tho.,sadness,0
847,Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC,sadness,2
848,"I can literally eat creamy pesto pasta topped with grilled chicken, sun dried tomatoes, asparagus and pine nuts every single day of my life",sadness,0
849,"*wants body to look a certain way*\n*eats 3 cookies, mac n cheese, kitchen sink, and small neighbor child*",sadness,0
850,@superbatlane it's true also that he doesn't escape until almost all the car sunk,sadness,0
851,One point: DSP claims YTers lost half their viewership in 2012 if they weren't using direct capture. That's when the search changes happened,sadness,0
852,"Blessed are those who mourn, for they will be comforted \n                                              Mt 5:4",sadness,0
853,aaahhhh! a little @OtisRedding to soothe the soul. #music ,sadness,0
854,"@SiWheeler78 never a dull moment, hope you had a gd trip down",sadness,0
855,"â€œDo not fret if you are not cool! Humans who follow me, become instantly cool!â€ #Bot",sadness,0
856,Let the #MrRobot binge begin. #nerdshow #compelling #dark,sadness,0
857,"Cuddling literally kills depression, relieves anxiety, and strengthens the immune system.",sadness,0
858,Honestly depression is kicking my ass lately.. ðŸ˜”,sadness,3
859,Isaiah 40:31\nthose who trust in the Lord will find new strength.\nThey will soar high on wings like eagles.\nThey will run and not grow weary.,sadness,0
860,"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. #sad",sadness,2
861,"Be strong &amp; courageous. Do not be terrified or discouraged, for the LORD your God will be with you wherever you go.",sadness,0
862,@dlrwills turn that frown upside down buddy ðŸ™ƒ.,sadness,0
863,"Has September been dull? Get #SuperSeptember from Jumia Food as a new user. Order from The Place, Barcelos or Shawarma &amp; Co for 30% off",sadness,0
864,#FF \n\n@The_Family_X \n\n#soul #blues &amp; #rock #band\n\n#music from the #heart\n\nWith soul &amp; #passion \n\nXx ðŸŽ¶ xX,sadness,0
